아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-1. 고려한 관광활동_1,문3-2. 고려한 관광인프라_1,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문9-5. 주요 이용 숙박시설_1,문9-5. 주요 이용 숙박시설_2,문9-5. 주요 이용 숙박시설_3,문9-5. 주요 이용 숙박시설_4,문9-5. 주요 이용 숙박시설_5,문9-5. 주요 이용 숙박시설_6,문9-5. 주요 이용 숙박시설_7,문9-5. 주요 이용 숙박시설_8,문9-5. 주요 이용 숙박시설_9,문9-5. 숙박시설별 숙박기간_호텔,문9-5. 숙박시설별 숙박기간_모텔/여관,문9-5. 숙박시설별 숙박기간_콘도미니엄/리조트,문9-5. 숙박시설별 숙박기간_게스트하우스/호스텔,문9-5. 숙박시설별 숙박기간_민박/펜션,"문9-5. 숙박시설별 숙박기간_학교/회사 기숙사, 연수원 등",문9-5. 숙박시설별 숙박기간_친척 또는 친구 집,문9-5. 숙박시설별 숙박기간_기타,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역
15220,19,1,2,1,1,7.0,4.0,10.0,212.817857142857,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15221,19,2,2,1,4,8.0,1.0,3.0,408.295,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,4,서울
15222,19,1,3,1,1,1.0,12.0,11.0,465.922222222222,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,인천
15224,97,2,4,1,1,1.0,8.0,6.0,226.719090909091,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15226,8,1,5,1,1,1.0,6.0,3.0,355.35,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15227,19,2,3,1,1,1.0,2.0,6.0,114.488125,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15231,8,2,5,1,1,1.0,13.0,4.0,251.114,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15233,8,2,2,1,1,1.0,12.0,1.0,284.28,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,1,서울
15234,8,2,4,1,1,8.0,3.0,3.0,304.585714285714,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
15237,12,2,2,1,3,8.0,12.0,3.0,157.142857142857,21.0,1.0,,,,,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15238,8,2,2,1,2,2.0,1.0,6.0,260.59,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,1,서울
15239,11,2,3,1,1,8.0,10.0,2.0,110.34435,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15241,11,2,1,1,1,9.0,5.0,3.0,242.033333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15243,11,1,2,1,1,7.0,2.0,3.0,603.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15244,8,1,3,1,1,1.0,14.0,3.0,533.025,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),1,서울
15247,12,1,5,1,1,1.0,2.0,5.0,611.111111111111,3.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,친척 또는 친구 집,가족형,2,인천
15248,11,2,3,1,4,8.0,2.0,2.0,250.0,10.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,기타,혼자형,1,서울
15249,97,2,5,1,1,8.0,6.0,10.0,307.692307692308,13.0,1.0,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
15255,19,2,3,1,1,7.0,1.0,6.0,154.49,10.0,1.0,,,,,,,8.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,기타,가족형,3,서울
15256,97,1,3,1,1,7.0,2.0,1.0,394.107142857143,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15257,97,2,2,1,4,2.0,6.0,3.0,78.1645833333333,24.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,기타,친구형,3,서울
15258,97,2,2,1,1,1.0,13.0,3.0,396.1565,10.0,1.0,,,4.0,,,,,,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,2,서울
15259,3,2,2,1,3,7.0,8.0,5.0,195.312,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,친구형,1,서울
15260,18,2,3,1,1,1.0,5.0,3.0,227.191176470588,17.0,1.0,,,,,,,8.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,호텔,혼자형,6,서울
15261,3,2,3,1,1,7.0,3.0,6.0,250.12,6.0,,,,4.0,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,1,서울
15262,97,2,2,1,1,1.0,5.0,6.0,179.173552631579,19.0,1.0,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
15264,97,1,2,1,1,1.0,6.0,6.0,202.308333333333,6.0,1.0,,,4.0,,,,,,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,가족형,2,서울
15265,1,1,6,1,1,1.0,3.0,10.0,202.065,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15266,97,2,5,1,2,2.0,6.0,3.0,275.875,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15267,20,1,2,1,1,1.0,5.0,11.0,142.857142857143,14.0,1.0,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
15268,3,1,2,1,1,8.0,5.0,4.0,293.28,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15269,1,2,6,1,1,4.0,4.0,5.0,425.4,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15270,2,2,3,1,1,7.0,6.0,4.0,246.5,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15271,16,1,2,1,1,1.0,3.0,6.0,191.45,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,4,서울
15272,16,2,2,1,2,7.0,5.0,2.0,84.4850322580645,31.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,친척 또는 친구 집,친구형,4,경기
15273,97,2,3,1,1,1.0,6.0,3.0,275.875,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,서울
15275,16,2,2,1,1,1.0,6.0,6.0,164.1,12.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,기타,가족형,1,서울
15276,97,2,3,1,1,8.0,13.0,9.0,67.5577653061225,7.0,,,3.0,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,복합형(가족+친구),2,인천
15277,14,2,3,1,1,1.0,6.0,6.0,331.527928571429,7.0,,,,4.0,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
15280,20,2,3,1,2,2.0,3.0,6.0,314.444444444444,9.0,,,3.0,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,콘도미니엄/리조트,혼자형,2,서울
15281,2,1,5,1,4,11.0,11.0,1.0,1687.5,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,인천
15282,16,2,4,1,1,1.0,7.0,9.0,233.386666666667,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
15283,16,1,3,1,1,7.0,8.0,5.0,375.19,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15284,2,2,2,1,4,7.0,13.0,7.0,623.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15286,4,1,2,1,1,1.0,5.0,3.0,200.0,4.0,,,,4.0,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,1,서울
15288,4,1,4,1,1,1.0,11.0,4.0,485.714285714286,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15290,4,2,4,1,1,1.0,13.0,11.0,593.75,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15291,4,1,6,1,3,2.0,5.0,3.0,1000.0,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15292,14,2,4,1,1,1.0,14.0,9.0,627.215,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15295,1,2,4,1,1,8.0,2.0,6.0,88.625,16.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,친척 또는 친구 집,혼자형,2,서울
15297,16,1,4,1,1,1.0,2.0,6.0,443.07,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,부산
15298,5,1,5,1,2,2.0,2.0,5.0,233.066666666667,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15301,1,1,2,1,1,5.0,2.0,1.0,194.738666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,2,경기
15302,1,2,2,1,4,9.0,1.0,3.0,1588.16,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,단체형,1,서울
15303,15,1,6,1,1,8.0,13.0,6.0,459.66,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15304,5,2,5,1,1,1.0,2.0,3.0,147.619047619048,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15305,1,2,3,1,4,3.0,14.0,6.0,232.036363636364,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
15306,20,2,4,1,1,7.0,3.0,2.0,888.888888888889,9.0,1.0,,,,,,,8.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,호텔,단체형,4,서울
15307,97,2,2,1,1,1.0,7.0,6.0,87.5189655172414,29.0,,,,4.0,,,,,,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,혼자형,8,부산
15310,2,2,2,1,3,10.0,13.0,4.0,320.96,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15311,2,2,2,1,2,7.0,2.0,6.0,157.533333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15312,5,2,2,1,3,9.0,2.0,6.0,322.0,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15315,2,2,4,1,3,7.0,8.0,2.0,222.133333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15316,2,2,5,1,4,8.0,13.0,4.0,210.8,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15317,5,1,2,1,1,1.0,5.0,9.0,96.6214666666667,6.0,,,,,,,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,친척 또는 친구 집,혼자형,1,서울
15318,2,1,4,1,2,9.0,1.0,11.0,226.666666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15323,2,2,1,1,1,9.0,13.0,4.0,231.2,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15327,20,1,2,1,1,7.0,3.0,3.0,566.666666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,3,서울
15329,2,2,2,1,1,7.0,8.0,9.0,238.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15331,15,1,6,1,1,1.0,7.0,3.0,236.187,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
15333,5,2,4,1,4,5.0,3.0,5.0,334.88,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,인천
15335,2,1,6,1,4,2.0,3.0,6.0,82.7333333333333,6.0,,,,,,6.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,"학교/회사 기숙사, 연수원 등",혼자형,1,경기
15336,1,2,5,1,1,1.0,2.0,12.0,935.88,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,인천
15337,2,2,6,1,3,7.0,8.0,6.0,278.8,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15340,2,2,5,1,4,3.0,1.0,5.0,172.975,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15342,1,2,2,1,3,3.0,8.0,6.0,248.15,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15343,5,2,4,1,4,2.0,4.0,1.0,206.08,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15345,15,2,3,1,1,1.0,5.0,4.0,316.666666666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15346,15,2,6,1,2,11.0,4.0,12.0,399.35,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,7,서울
15348,2,2,5,1,1,5.0,2.0,10.0,479.777777777778,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15349,2,2,4,1,3,7.0,13.0,6.0,642.6,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15353,7,2,2,1,1,4.0,10.0,4.0,200.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15356,11,2,2,1,1,1.0,9.0,6.0,254.724583333333,6.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,기타,친구형,1,서울
15357,2,2,5,1,2,7.0,2.0,2.0,175.95,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15358,4,2,3,1,1,1.0,13.0,6.0,139.5,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,가족형,1,서울
15359,1,2,3,1,1,5.0,7.0,3.0,453.76,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15363,7,1,2,1,1,4.0,1.0,3.0,273.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
15364,10,1,2,1,1,1.0,5.0,2.0,200.46,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15365,2,2,2,1,3,7.0,8.0,6.0,308.266666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15366,7,1,5,1,1,6.0,6.0,6.0,163.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15368,2,2,2,1,4,7.0,13.0,2.0,226.666666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15369,7,2,2,1,1,9.0,11.0,6.0,138.543461666667,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,2,서울
15371,2,2,2,1,3,8.0,13.0,4.0,334.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15372,7,1,2,1,1,8.0,6.0,10.0,200.0,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,3,서울
15375,14,2,5,1,2,2.0,1.0,6.0,473.485833333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15376,2,2,5,1,2,11.0,13.0,4.0,521.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15378,7,2,3,1,1,3.0,12.0,9.0,175.0,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,직장형,2,서울
15379,7,2,4,1,1,5.0,12.0,3.0,253.333333333333,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,직장형,2,서울
15380,7,2,5,1,1,10.0,12.0,7.0,22.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),2,서울
15381,8,1,4,1,1,1.0,3.0,4.0,497.49,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,서울
15382,7,2,4,1,1,8.0,13.0,4.0,220.0,6.0,1.0,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,2,서울
15384,7,1,3,1,1,6.0,3.0,10.0,280.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,3,서울
15385,2,2,5,1,2,11.0,2.0,2.0,323.0,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15389,4,1,5,1,1,1.0,4.0,5.0,150.0,11.0,1.0,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,4,경기
15390,7,2,2,1,1,8.0,7.0,10.0,147.2,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
15391,4,2,2,1,3,2.0,11.0,10.0,192.857142857143,14.0,,,,4.0,,,,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,2,서울
15392,2,2,2,1,1,10.0,2.0,6.0,285.6,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15394,7,1,3,1,2,10.0,12.0,1.0,151.296,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,서울
15395,7,2,5,1,1,9.0,12.0,9.0,240.0,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,2,서울
15396,1,1,3,1,1,4.0,3.0,6.0,319.05,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15399,2,2,2,1,3,11.0,2.0,4.0,394.4,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15401,1,1,3,1,3,7.0,8.0,10.0,248.15,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15403,2,2,5,1,3,7.0,2.0,5.0,244.8,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15405,1,2,3,1,4,2.0,2.0,1.0,248.15,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15406,2,2,2,1,2,11.0,13.0,1.0,453.333333333333,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15410,2,1,3,1,3,2.0,1.0,4.0,333.2,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15411,4,1,3,1,1,1.0,7.0,6.0,210.0,20.0,1.0,,,4.0,,,,,,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,호텔,혼자형,3,전북
15412,16,2,2,1,1,7.0,7.0,6.0,597.324,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15413,1,2,4,1,4,6.0,2.0,2.0,159.525,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15418,1,1,3,1,4,6.0,1.0,2.0,220.577777777778,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15419,14,1,2,1,1,1.0,1.0,2.0,202.9225,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15420,2,1,3,1,2,7.0,4.0,3.0,351.9,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15421,2,2,5,1,4,5.0,12.0,3.0,262.026666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15422,14,2,2,1,1,7.0,8.0,1.0,221.37,12.0,1.0,,,4.0,,,,,,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,호텔,친구형,7,서울
15427,2,2,1,1,3,7.0,8.0,4.0,187.0,2.0,1.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,1,서울
15428,2,2,3,1,3,5.0,2.0,3.0,168.866666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15432,2,2,2,1,2,2.0,8.0,4.0,222.36,4.0,1.0,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15433,5,2,3,1,2,8.0,3.0,3.0,218.96,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15434,2,2,4,1,2,7.0,2.0,3.0,264.066666666667,3.0,1.0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15435,8,1,4,1,1,1.0,5.0,3.0,157.933333333333,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),1,인천
15436,4,2,2,1,1,1.0,14.0,4.0,529.411764705882,17.0,1.0,,,,,,,,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,혼자형,4,서울
15437,4,2,3,1,2,3.0,6.0,5.0,233.333333333333,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,복합형(가족+친구),3,서울
15438,4,2,3,1,1,1.0,13.0,9.0,833.333333333333,6.0,,,,,,,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,기타,혼자형,1,서울
15439,18,2,4,1,1,1.0,5.0,10.0,125.0,8.0,1.0,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,3,부산
15443,1,2,1,1,1,7.0,8.0,10.0,243.896,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,혼자형,1,서울
15444,4,1,3,1,1,8.0,13.0,6.0,468.2,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15445,97,2,2,1,1,1.0,3.0,3.0,232.315789473684,19.0,1.0,,,4.0,,,,,,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,게스트하우스/호스텔,친구형,3,서울
15446,10,2,5,1,4,2.0,13.0,8.0,308.4,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,친구형,1,서울
15449,1,2,1,1,2,7.0,8.0,9.0,150.308,5.0,,,,,5.0,,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,민박/펜션,혼자형,1,서울
15452,4,2,5,1,1,4.0,6.0,3.0,300.714285714286,7.0,1.0,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
15453,8,1,2,1,2,2.0,2.0,3.0,307.97,5.0,1.0,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,단체형,1,서울
15458,12,2,3,1,1,7.0,8.0,2.0,1550.0,10.0,1.0,,,,,,,,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
15459,10,2,3,1,2,2.0,5.0,6.0,172.19,9.0,1.0,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,3,서울
15460,14,1,2,1,2,2.0,2.0,6.0,396.928708333333,12.0,1.0,,,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,호텔,가족형,1,서울
