아이디,연령별,한국 방문횟수(카테고리),문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위,문1-1. 한국여행 관심 계기_1순위
15941,2,1,안전 및 퀄리티,친구형,1,서울 심층형,207.202168333333,6.0,특수 목적,경험 및 관계
15942,4,1,안전 및 퀄리티,가족형,4,서울 심층형,167.4825,14.0,경험형,K-컬처형
15943,3,1,여행 편의성,단체형,3,서울 단기형,309.12,5.0,"역사, 전통, 자연",경험 및 관계
15945,2,2,여행 편의성,친구형,1,서울 심층형,208.428216666667,6.0,도시 소비형,경험 및 관계
15946,3,4,여행 편의성,친구형,1,서울 단기형,1687.5,4.0,도시 소비형,경험 및 관계
15949,3,2,안전 및 퀄리티,직장형,2,서울 단기형,328.9,5.0,경험형,경험 및 관계
15952,5,1,가성비,가족형,1,서울 단기형,249.333333333333,3.0,도시 소비형,K-컬처형
15953,4,4,여행 편의성,가족형,1,서울 단기형,262.366666666667,3.0,도시 소비형,경험 및 관계
15954,2,2,여행 편의성,친구형,1,서울 단기형,317.333333333333,3.0,특수 목적,K-컬처형
15956,2,4,가성비,친구형,1,서울 단기형,399.5,4.0,특수 목적,K-컬처형
15957,5,1,여행 편의성,기타형,3,서울 단기형,364.0,5.0,경험형,가성비 및 접근성
15959,2,1,여행 편의성,혼자형,2,서울 단기형,275.875,5.0,"역사, 전통, 자연",경험 및 관계
15960,2,1,여행 편의성,직장형,1,서울 단기형,680.0,3.0,특수 목적,가성비 및 접근성
15961,3,1,여행 편의성,기타형,1,서울 심층형,199.333333333333,6.0,도시 소비형,경험 및 관계
15964,2,1,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),184.86,4.0,도시 소비형,K-컬처형
15965,3,3,여행 편의성,기타형,1,서울 심층형,195.467134285714,7.0,"역사, 전통, 자연",경험 및 관계
15967,4,4,여행 편의성,가족형,1,서울 단기형,148.24,5.0,경험형,경험 및 관계
15969,5,4,가성비,친구형,1,서울 단기형,419.333333333333,3.0,도시 소비형,가성비 및 접근성
15971,3,1,여행 편의성,가족형,2,서울 심층형,209.654265,6.0,"역사, 전통, 자연",경험 및 관계
15973,4,3,안전 및 퀄리티,복합형(가족+친구),1,서울 단기형,182.466666666667,3.0,도시 소비형,K-컬처형
15975,3,1,가성비,기타형,2,서울 심층형,159.386283333333,9.0,도시 소비형,경험 및 관계
15983,5,1,안전 및 퀄리티,가족형,1,서울 심층형,278.488121428572,7.0,도시 소비형,경험 및 관계
15984,5,1,가성비,가족형,3,서울 심층형,385.0,8.0,"역사, 전통, 자연",경험 및 관계
15985,2,1,여행 편의성,혼자형,1,서울 심층형,267.979135714286,7.0,"역사, 전통, 자연",경험 및 관계
15987,2,2,여행 편의성,가족형,3,서울 심층형,330.428571428571,7.0,도시 소비형,K-컬처형
15988,2,2,가성비,친구형,1,수도권/지방형(탐험가형),154.87,4.0,도시 소비형,가성비 및 접근성
15989,4,1,안전 및 퀄리티,가족형,4,서울 심층형,86.7375,8.0,특수 목적,가성비 및 접근성
15992,3,1,여행 편의성,친구형,3,서울 심층형,385.5,6.0,도시 소비형,경험 및 관계
15994,3,1,여행 편의성,가족형,1,서울 단기형,485.51514,3.0,도시 소비형,경험 및 관계
15995,2,2,여행 편의성,가족형,1,서울 심층형,287.5,12.0,특수 목적,가성비 및 접근성
15997,2,1,안전 및 퀄리티,가족형,2,서울 심층형,339.940909090909,11.0,특수 목적,경험 및 관계
15999,2,2,가성비,친구형,1,수도권/지방형(탐험가형),252.215657142857,7.0,경험형,경험 및 관계
16000,2,1,여행 편의성,친구형,2,서울 심층형,137.9304375,8.0,경험형,K-컬처형
16001,5,1,여행 편의성,가족형,3,서울 단기형,370.08,5.0,경험형,경험 및 관계
16002,2,1,여행 편의성,친구형,1,서울 심층형,213.33241,6.0,도시 소비형,경험 및 관계
16003,2,2,여행 편의성,친구형,1,수도권/지방형(탐험가형),230.88,5.0,도시 소비형,K-컬처형
16004,2,1,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),131.75,4.0,도시 소비형,경험 및 관계
16006,5,1,가성비,복합형(가족+친구),2,수도권/지방형(탐험가형),212.16,5.0,"역사, 전통, 자연",경험 및 관계
16007,2,1,여행 편의성,친구형,2,서울 심층형,306.512083333333,6.0,"역사, 전통, 자연",경험 및 관계
16008,4,1,여행 편의성,복합형(가족+친구),3,서울 심층형,262.724642857143,7.0,"역사, 전통, 자연",경험 및 관계
16010,4,4,안전 및 퀄리티,친구형,1,서울 단기형,272.0,4.0,특수 목적,K-컬처형
16011,3,4,가성비,혼자형,1,수도권/지방형(탐험가형),340.0,2.0,경험형,경험 및 관계
16012,3,3,여행 편의성,친구형,1,서울 단기형,308.688,5.0,도시 소비형,가성비 및 접근성
16015,4,3,안전 및 퀄리티,친구형,1,서울 단기형,244.26,5.0,도시 소비형,경험 및 관계
16018,4,4,안전 및 퀄리티,가족형,3,서울 심층형,126.85,6.0,도시 소비형,경험 및 관계
16020,5,1,여행 편의성,가족형,1,수도권/지방형(탐험가형),203.1285,4.0,도시 소비형,가성비 및 접근성
16021,6,1,안전 및 퀄리티,가족형,2,서울 심층형,338.204166666667,6.0,도시 소비형,경험 및 관계
16023,5,4,여행 편의성,친구형,3,서울 단기형,267.7125,4.0,"역사, 전통, 자연",경험 및 관계
16026,5,1,여행 편의성,가족형,3,서울 심층형,163.473111111111,9.0,"역사, 전통, 자연",경험 및 관계
16027,5,1,여행 편의성,가족형,1,수도권/지방형(탐험가형),181.14864125,4.0,"역사, 전통, 자연",가성비 및 접근성
16032,3,1,안전 및 퀄리티,가족형,1,서울 단기형,318.1595425,4.0,도시 소비형,경험 및 관계
16033,4,1,여행 편의성,가족형,4,서울 심층형,232.8996875,8.0,경험형,경험 및 관계
16034,3,1,가성비,친구형,2,서울 심층형,316.242857142857,7.0,경험형,경험 및 관계
16035,2,1,여행 편의성,가족형,1,수도권/지방형(탐험가형),205.05658375,4.0,"역사, 전통, 자연",K-컬처형
16037,2,2,안전 및 퀄리티,단체형,2,서울 단기형,265.5,5.0,특수 목적,경험 및 관계
16038,2,1,여행 편의성,단체형,2,서울 단기형,343.38,5.0,"역사, 전통, 자연",경험 및 관계
16039,2,1,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),171.385,4.0,도시 소비형,가성비 및 접근성
16040,3,1,여행 편의성,가족형,2,서울 심층형,142.583333333333,6.0,"역사, 전통, 자연",경험 및 관계
16041,2,2,여행 편의성,단체형,2,서울 단기형,296.475,4.0,경험형,경험 및 관계
16042,3,1,여행 편의성,혼자형,3,서울 심층형,89.4833333333333,9.0,경험형,K-컬처형
16044,3,1,여행 편의성,단체형,2,서울 단기형,265.5,4.0,"역사, 전통, 자연",경험 및 관계
16045,2,1,여행 편의성,단체형,3,서울 단기형,184.08,5.0,특수 목적,경험 및 관계
16046,3,1,여행 편의성,단체형,2,서울 단기형,278.775,4.0,도시 소비형,경험 및 관계
16047,4,1,여행 편의성,친구형,3,서울 심층형,80.4545454545455,11.0,"역사, 전통, 자연",경험 및 관계
16048,2,1,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),187.995,4.0,도시 소비형,K-컬처형
16049,3,1,여행 편의성,단체형,1,서울 단기형,185.0,4.0,경험형,K-컬처형
16052,4,1,여행 편의성,가족형,3,서울 단기형,290.0,4.0,특수 목적,K-컬처형
16053,3,1,여행 편의성,가족형,1,서울 단기형,264.0,5.0,"역사, 전통, 자연",K-컬처형
16056,4,1,안전 및 퀄리티,친구형,1,서울 단기형,340.0,3.0,도시 소비형,가성비 및 접근성
16058,5,4,가성비,친구형,1,서울 단기형,396.666666666667,3.0,도시 소비형,경험 및 관계
16059,3,1,여행 편의성,단체형,2,수도권/지방형(탐험가형),179.3463502,5.0,도시 소비형,K-컬처형
16060,2,2,여행 편의성,혼자형,1,서울 단기형,242.533333333333,3.0,경험형,K-컬처형
16061,2,4,여행 편의성,가족형,1,서울 단기형,136.0,4.0,도시 소비형,경험 및 관계
16062,3,1,가성비,단체형,1,수도권/지방형(탐험가형),187.2175805,4.0,도시 소비형,K-컬처형
16065,6,1,가성비,친구형,1,서울 단기형,498.666666666667,3.0,도시 소비형,가성비 및 접근성
16067,4,1,안전 및 퀄리티,가족형,1,서울 심층형,605.111111111111,9.0,특수 목적,경험 및 관계
16068,3,1,여행 편의성,가족형,1,서울 심층형,309.431818181818,11.0,도시 소비형,K-컬처형
16069,3,1,여행 편의성,친구형,1,서울 단기형,294.666666666667,3.0,도시 소비형,K-컬처형
16073,3,4,안전 및 퀄리티,혼자형,1,서울 단기형,374.0,4.0,경험형,K-컬처형
16074,5,3,여행 편의성,복합형(가족+친구),2,서울 심층형,324.5,6.0,도시 소비형,가성비 및 접근성
16075,3,1,가성비,복합형(가족+친구),1,서울 단기형,225.25,4.0,경험형,가성비 및 접근성
16076,6,1,여행 편의성,단체형,2,서울 심층형,178.571428571429,7.0,"역사, 전통, 자연",경험 및 관계
16077,2,4,여행 편의성,친구형,2,서울 심층형,80.0714285714286,21.0,경험형,K-컬처형
16078,2,1,여행 편의성,친구형,4,서울 심층형,375.0,8.0,"역사, 전통, 자연",경험 및 관계
16081,2,2,가성비,친구형,1,수도권/지방형(탐험가형),279.53902,5.0,도시 소비형,경험 및 관계
16083,4,2,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),222.3,4.0,도시 소비형,K-컬처형
16085,3,1,여행 편의성,단체형,1,서울 단기형,325.0,4.0,특수 목적,K-컬처형
16089,3,3,여행 편의성,친구형,1,서울 단기형,744.45,4.0,도시 소비형,가성비 및 접근성
16090,4,2,여행 편의성,직장형,2,수도권/지방형(탐험가형),176.592,5.0,도시 소비형,경험 및 관계
16092,4,3,여행 편의성,친구형,1,서울 단기형,210.9275,4.0,경험형,가성비 및 접근성
16093,3,1,여행 편의성,가족형,1,서울 단기형,135.891666666667,4.0,도시 소비형,K-컬처형
16094,2,1,여행 편의성,가족형,2,서울 심층형,180.229105,7.0,도시 소비형,K-컬처형
16095,5,4,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),340.0,4.0,도시 소비형,경험 및 관계
16097,4,2,안전 및 퀄리티,혼자형,1,서울 심층형,157.142857142857,14.0,경험형,K-컬처형
16098,4,1,안전 및 퀄리티,가족형,1,서울 단기형,135.59625,4.0,경험형,K-컬처형
16101,3,1,여행 편의성,혼자형,3,서울 심층형,680.269090909091,11.0,경험형,경험 및 관계
16102,2,1,여행 편의성,친구형,3,서울 심층형,318.772566666667,6.0,"역사, 전통, 자연",경험 및 관계
16103,2,2,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),236.333333333333,3.0,도시 소비형,K-컬처형
16105,4,4,안전 및 퀄리티,가족형,1,서울 단기형,300.0,5.0,도시 소비형,경험 및 관계
16106,2,1,안전 및 퀄리티,친구형,1,서울 심층형,107.985357142857,7.0,"역사, 전통, 자연",K-컬처형
16107,2,4,안전 및 퀄리티,가족형,1,서울 심층형,600.995666666667,6.0,경험형,K-컬처형
16112,2,2,여행 편의성,친구형,1,수도권/지방형(탐험가형),255.0,4.0,도시 소비형,K-컬처형
16113,3,1,가성비,혼자형,1,서울 단기형,382.86,5.0,도시 소비형,K-컬처형
16116,3,1,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),342.5,4.0,"역사, 전통, 자연",경험 및 관계
16118,5,1,안전 및 퀄리티,친구형,1,서울 단기형,324.133333333333,3.0,특수 목적,K-컬처형
16119,5,1,안전 및 퀄리티,친구형,1,서울 단기형,362.666666666667,3.0,도시 소비형,K-컬처형
16121,5,1,여행 편의성,복합형(가족+친구),2,수도권/지방형(탐험가형),294.2516,5.0,"역사, 전통, 자연",경험 및 관계
16123,5,2,여행 편의성,가족형,1,서울 단기형,184.166666666667,3.0,도시 소비형,K-컬처형
16124,4,1,안전 및 퀄리티,단체형,1,서울 단기형,380.8,4.0,특수 목적,K-컬처형
16126,2,1,여행 편의성,친구형,1,서울 단기형,260.666666666667,3.0,도시 소비형,가성비 및 접근성
16128,4,4,가성비,가족형,1,서울 단기형,279.366666666667,3.0,도시 소비형,K-컬처형
16132,5,3,여행 편의성,친구형,1,서울 단기형,370.6,3.0,도시 소비형,K-컬처형
16133,3,1,여행 편의성,친구형,1,서울 단기형,238.68,3.0,도시 소비형,K-컬처형
16141,6,3,안전 및 퀄리티,복합형(가족+친구),2,수도권/지방형(탐험가형),340.0,4.0,"역사, 전통, 자연",경험 및 관계
16142,2,2,여행 편의성,친구형,2,수도권/지방형(탐험가형),183.90725,6.0,도시 소비형,경험 및 관계
16144,5,1,안전 및 퀄리티,복합형(가족+친구),3,수도권/지방형(탐험가형),176.55096,5.0,"역사, 전통, 자연",경험 및 관계
16148,4,1,안전 및 퀄리티,복합형(가족+친구),2,수도권/지방형(탐험가형),218.4,5.0,"역사, 전통, 자연",가성비 및 접근성
16149,4,1,여행 편의성,복합형(가족+친구),2,수도권/지방형(탐험가형),193.44,5.0,"역사, 전통, 자연",K-컬처형
16151,3,1,가성비,복합형(가족+친구),1,수도권/지방형(탐험가형),218.4,5.0,"역사, 전통, 자연",경험 및 관계
16155,2,1,여행 편의성,친구형,2,서울 심층형,210.179714285714,7.0,경험형,K-컬처형
16156,4,3,여행 편의성,친구형,1,수도권/지방형(탐험가형),217.6,6.0,도시 소비형,가성비 및 접근성
16159,5,2,가성비,단체형,2,수도권/지방형(탐험가형),205.088,5.0,도시 소비형,가성비 및 접근성
16160,5,1,여행 편의성,단체형,2,수도권/지방형(탐험가형),170.932,5.0,"역사, 전통, 자연",경험 및 관계
16162,4,1,여행 편의성,친구형,1,수도권/지방형(탐험가형),216.685,4.0,"역사, 전통, 자연",경험 및 관계
16163,2,1,여행 편의성,친구형,1,수도권/지방형(탐험가형),215.67,4.0,도시 소비형,K-컬처형
16164,3,1,여행 편의성,단체형,1,수도권/지방형(탐험가형),237.12,4.0,도시 소비형,K-컬처형
16165,3,1,여행 편의성,단체형,1,수도권/지방형(탐험가형),217.386,4.0,도시 소비형,K-컬처형
16166,2,1,안전 및 퀄리티,가족형,3,서울 심층형,430.0,8.0,도시 소비형,K-컬처형
16167,2,1,여행 편의성,단체형,1,수도권/지방형(탐험가형),199.53936625,4.0,"역사, 전통, 자연",K-컬처형
16168,3,1,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),208.73472875,4.0,도시 소비형,가성비 및 접근성
16169,4,1,여행 편의성,단체형,1,수도권/지방형(탐험가형),182.0681775,4.0,"역사, 전통, 자연",가성비 및 접근성
16171,2,1,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),234.2978365,4.0,도시 소비형,가성비 및 접근성
16181,2,1,여행 편의성,친구형,1,서울 심층형,305.555555555556,9.0,경험형,K-컬처형
16182,2,1,여행 편의성,가족형,1,서울 심층형,493.425,8.0,특수 목적,가성비 및 접근성
16183,2,1,안전 및 퀄리티,혼자형,1,서울 단기형,1075.0,4.0,도시 소비형,K-컬처형
16189,3,1,안전 및 퀄리티,친구형,3,서울 심층형,181.333333333333,9.0,특수 목적,가성비 및 접근성
16190,2,2,여행 편의성,복합형(가족+친구),5,서울 심층형,212.360476190476,21.0,"역사, 전통, 자연",경험 및 관계
16191,5,2,안전 및 퀄리티,가족형,3,서울 심층형,154.567894736842,19.0,"역사, 전통, 자연",경험 및 관계
16192,2,1,가성비,친구형,2,서울 심층형,172.219166666667,12.0,"역사, 전통, 자연",경험 및 관계
16193,2,1,안전 및 퀄리티,가족형,3,서울 심층형,105.555555555556,18.0,"역사, 전통, 자연",경험 및 관계
16194,3,1,안전 및 퀄리티,친구형,1,서울 심층형,228.4,6.0,특수 목적,경험 및 관계
16196,4,1,여행 편의성,가족형,3,서울 심층형,142.307692307692,13.0,특수 목적,경험 및 관계
16197,2,1,여행 편의성,친구형,2,서울 심층형,229.166666666667,12.0,도시 소비형,경험 및 관계
16198,5,1,여행 편의성,가족형,2,서울 심층형,191.277777777778,9.0,"역사, 전통, 자연",K-컬처형
16200,6,2,안전 및 퀄리티,단체형,3,수도권/지방형(탐험가형),500.8,5.0,도시 소비형,K-컬처형
16203,3,1,여행 편의성,가족형,2,서울 심층형,294.444444444444,9.0,"역사, 전통, 자연",K-컬처형
16206,4,1,안전 및 퀄리티,가족형,3,수도권/지방형(탐험가형),241.01,5.0,"역사, 전통, 자연",K-컬처형
16210,2,2,안전 및 퀄리티,친구형,1,서울 단기형,602.7,4.0,경험형,가성비 및 접근성
16213,3,1,여행 편의성,가족형,1,서울 단기형,475.0,4.0,"역사, 전통, 자연",경험 및 관계
16216,5,4,안전 및 퀄리티,가족형,1,서울 심층형,396.406222222222,9.0,"역사, 전통, 자연",K-컬처형
16217,2,1,여행 편의성,가족형,1,서울 단기형,258.225,4.0,도시 소비형,K-컬처형
16219,2,1,여행 편의성,가족형,2,서울 심층형,250.0,8.0,"역사, 전통, 자연",가성비 및 접근성
16221,3,1,가성비,가족형,1,서울 심층형,230.531972222222,9.0,"역사, 전통, 자연",K-컬처형
16223,2,2,가성비,혼자형,1,서울 단기형,235.505,4.0,도시 소비형,가성비 및 접근성
16229,2,1,안전 및 퀄리티,가족형,2,서울 심층형,305.915625,10.0,"역사, 전통, 자연",경험 및 관계
16236,2,1,여행 편의성,친구형,1,서울 심층형,404.002857142857,7.0,경험형,경험 및 관계
16244,5,4,가성비,가족형,2,서울 심층형,402.5,7.0,경험형,K-컬처형
16245,4,2,여행 편의성,가족형,2,서울 심층형,282.15,7.0,"역사, 전통, 자연",가성비 및 접근성
16247,5,3,안전 및 퀄리티,가족형,1,서울 단기형,503.475,4.0,도시 소비형,가성비 및 접근성
16248,3,1,여행 편의성,혼자형,1,서울 단기형,268.95,4.0,도시 소비형,경험 및 관계
16249,3,1,여행 편의성,친구형,2,서울 단기형,700.0,5.0,경험형,경험 및 관계
16250,2,2,여행 편의성,친구형,1,서울 단기형,231.825,4.0,도시 소비형,K-컬처형
16252,3,3,안전 및 퀄리티,친구형,2,서울 단기형,477.75,4.0,"역사, 전통, 자연",가성비 및 접근성
16253,2,3,여행 편의성,친구형,1,서울 단기형,280.5,4.0,특수 목적,K-컬처형
16255,2,2,가성비,친구형,1,서울 단기형,294.0,4.0,특수 목적,K-컬처형
16256,2,1,여행 편의성,친구형,1,서울 단기형,301.35,4.0,도시 소비형,경험 및 관계
16257,2,1,여행 편의성,친구형,1,서울 심층형,562.59,6.0,경험형,경험 및 관계
16258,2,1,여행 편의성,혼자형,2,서울 심층형,478.8,6.0,도시 소비형,경험 및 관계
16259,4,2,가성비,친구형,1,서울 심층형,500.0,7.0,"역사, 전통, 자연",가성비 및 접근성
16260,3,1,여행 편의성,가족형,2,서울 심층형,189.602285714286,7.0,"역사, 전통, 자연",경험 및 관계
16261,4,1,여행 편의성,가족형,1,서울 심층형,140.047142857143,7.0,특수 목적,경험 및 관계
16262,6,2,여행 편의성,단체형,1,서울 심층형,471.392485714286,7.0,도시 소비형,K-컬처형
16265,2,2,안전 및 퀄리티,가족형,2,서울 심층형,410.565555555555,9.0,경험형,가성비 및 접근성
16267,5,1,여행 편의성,복합형(가족+친구),3,수도권/지방형(탐험가형),281.6,5.0,"역사, 전통, 자연",경험 및 관계
16270,3,1,여행 편의성,친구형,1,서울 심층형,186.666666666667,6.0,특수 목적,K-컬처형
16271,2,4,여행 편의성,친구형,2,서울 심층형,183.811875,16.0,도시 소비형,가성비 및 접근성
16273,6,1,여행 편의성,가족형,1,서울 심층형,162.6028125,8.0,특수 목적,경험 및 관계
16274,4,1,안전 및 퀄리티,가족형,3,서울 심층형,256.06408125,8.0,"역사, 전통, 자연",경험 및 관계
16278,3,4,여행 편의성,친구형,2,서울 심층형,491.780928571429,7.0,도시 소비형,경험 및 관계
16279,2,1,여행 편의성,친구형,1,서울 단기형,242.0,3.0,특수 목적,K-컬처형
16280,2,1,가성비,친구형,3,서울 심층형,95.17375,14.0,도시 소비형,경험 및 관계
16281,5,1,가성비,가족형,3,서울 심층형,235.484863636364,11.0,특수 목적,경험 및 관계
16283,1,1,여행 편의성,가족형,1,서울 심층형,196.694416666667,8.0,특수 목적,경험 및 관계
16287,6,4,여행 편의성,친구형,1,서울 단기형,212.85,4.0,도시 소비형,K-컬처형
16288,3,1,여행 편의성,혼자형,3,서울 심층형,118.545098039216,51.0,도시 소비형,가성비 및 접근성
16289,2,1,안전 및 퀄리티,친구형,1,서울 단기형,304.556,5.0,"역사, 전통, 자연",경험 및 관계
16290,3,1,여행 편의성,가족형,1,서울 단기형,205.76,5.0,"역사, 전통, 자연",가성비 및 접근성
16291,5,4,가성비,가족형,1,서울 단기형,286.0,3.0,도시 소비형,경험 및 관계
16292,5,1,가성비,복합형(가족+친구),3,서울 심층형,924.233333333333,6.0,"역사, 전통, 자연",K-컬처형
16293,6,4,여행 편의성,가족형,1,서울 단기형,289.35,4.0,도시 소비형,K-컬처형
16298,4,3,안전 및 퀄리티,친구형,1,서울 단기형,273.42,5.0,도시 소비형,가성비 및 접근성
16299,5,1,여행 편의성,가족형,3,서울 단기형,342.076,5.0,"역사, 전통, 자연",경험 및 관계
16300,6,2,여행 편의성,가족형,1,서울 심층형,146.818333333333,6.0,도시 소비형,경험 및 관계
16301,4,2,여행 편의성,친구형,1,서울 단기형,352.8,5.0,도시 소비형,가성비 및 접근성
16302,3,2,가성비,가족형,1,서울 심층형,225.05,7.0,도시 소비형,경험 및 관계
16304,6,1,안전 및 퀄리티,친구형,3,서울 단기형,231.0,5.0,"역사, 전통, 자연",K-컬처형
16305,5,3,안전 및 퀄리티,친구형,1,서울 단기형,224.4,4.0,경험형,K-컬처형
16307,2,4,여행 편의성,혼자형,1,수도권/지방형(탐험가형),164.15,6.0,"역사, 전통, 자연",K-컬처형
16308,6,4,여행 편의성,가족형,1,서울 심층형,192.9,6.0,도시 소비형,K-컬처형
16311,3,2,안전 및 퀄리티,친구형,1,서울 단기형,548.8,3.0,도시 소비형,가성비 및 접근성
16312,6,1,가성비,친구형,1,서울 단기형,292.05,4.0,"역사, 전통, 자연",K-컬처형
16314,2,2,안전 및 퀄리티,혼자형,4,서울 심층형,250.0,14.0,"역사, 전통, 자연",K-컬처형
16315,3,1,가성비,가족형,1,서울 심층형,833.333333333333,9.0,도시 소비형,K-컬처형
16317,2,1,안전 및 퀄리티,친구형,1,서울 단기형,243.76,3.0,"역사, 전통, 자연",K-컬처형
16318,5,4,여행 편의성,친구형,1,서울 단기형,306.9,4.0,도시 소비형,경험 및 관계
16319,5,4,여행 편의성,친구형,2,서울 단기형,177.87,4.0,경험형,가성비 및 접근성
16321,3,2,여행 편의성,친구형,2,서울 심층형,125.460833333333,6.0,도시 소비형,K-컬처형
16325,3,4,가성비,친구형,1,서울 단기형,268.4,3.0,도시 소비형,K-컬처형
16327,6,1,안전 및 퀄리티,가족형,1,서울 단기형,330.0,5.0,경험형,경험 및 관계
16328,4,4,여행 편의성,혼자형,1,서울 심층형,539.0,6.0,경험형,K-컬처형
16330,2,4,가성비,혼자형,1,서울 단기형,178.2,4.0,경험형,K-컬처형
16331,2,4,안전 및 퀄리티,친구형,1,서울 단기형,164.34,5.0,특수 목적,K-컬처형
16332,6,4,가성비,가족형,1,서울 단기형,286.0,3.0,도시 소비형,K-컬처형
16333,3,1,여행 편의성,가족형,1,서울 단기형,286.65,4.0,도시 소비형,가성비 및 접근성
16334,2,1,안전 및 퀄리티,친구형,1,서울 단기형,365.56,5.0,도시 소비형,K-컬처형
16335,4,1,여행 편의성,가족형,2,서울 심층형,271.925,10.0,"역사, 전통, 자연",경험 및 관계
16337,2,1,여행 편의성,혼자형,1,서울 심층형,283.333333333333,6.0,"역사, 전통, 자연",경험 및 관계
16338,2,1,안전 및 퀄리티,친구형,1,서울 심층형,180.0,10.0,"역사, 전통, 자연",K-컬처형
16341,6,3,안전 및 퀄리티,단체형,1,서울 심층형,282.7875,8.0,"역사, 전통, 자연",가성비 및 접근성
16342,6,1,안전 및 퀄리티,단체형,2,서울 단기형,287.96,5.0,"역사, 전통, 자연",경험 및 관계
16343,2,1,여행 편의성,친구형,1,서울 단기형,253.6,5.0,특수 목적,경험 및 관계
16344,2,2,여행 편의성,친구형,1,서울 심층형,154.0,6.0,도시 소비형,K-컬처형
16345,4,1,안전 및 퀄리티,가족형,2,서울 심층형,143.638095238095,14.0,"역사, 전통, 자연",경험 및 관계
16346,5,3,여행 편의성,가족형,2,서울 심층형,209.472222222222,9.0,"역사, 전통, 자연",경험 및 관계
16348,3,4,여행 편의성,친구형,1,서울 단기형,392.0,3.0,도시 소비형,K-컬처형
16349,2,1,여행 편의성,친구형,3,서울 심층형,94.2625,8.0,특수 목적,경험 및 관계
16350,4,1,여행 편의성,가족형,2,서울 심층형,278.436923076923,13.0,도시 소비형,경험 및 관계
16355,3,1,여행 편의성,가족형,2,서울 심층형,263.935,10.0,"역사, 전통, 자연",경험 및 관계
16356,2,1,여행 편의성,가족형,3,서울 심층형,188.525,14.0,도시 소비형,경험 및 관계
16357,6,3,안전 및 퀄리티,친구형,1,서울 단기형,253.0,3.0,도시 소비형,K-컬처형
16359,3,3,안전 및 퀄리티,가족형,3,서울 심층형,165.902,10.0,특수 목적,경험 및 관계
16360,3,1,여행 편의성,친구형,1,서울 단기형,275.55,4.0,도시 소비형,가성비 및 접근성
16361,5,2,안전 및 퀄리티,친구형,1,서울 단기형,336.6,3.0,도시 소비형,K-컬처형
16362,2,1,여행 편의성,혼자형,1,서울 심층형,271.925,6.0,"역사, 전통, 자연",K-컬처형
16363,2,1,가성비,가족형,1,서울 심층형,140.3133,10.0,"역사, 전통, 자연",K-컬처형
16364,3,3,여행 편의성,친구형,1,서울 단기형,1230.25,4.0,도시 소비형,K-컬처형
16365,2,3,여행 편의성,혼자형,1,서울 단기형,242.55,4.0,"역사, 전통, 자연",K-컬처형
16367,2,4,여행 편의성,친구형,1,서울 단기형,214.5,4.0,도시 소비형,K-컬처형
16368,2,1,안전 및 퀄리티,가족형,5,서울 심층형,128.82446875,16.0,도시 소비형,경험 및 관계
16369,3,4,안전 및 퀄리티,혼자형,1,서울 심층형,362.566666666667,6.0,"역사, 전통, 자연",경험 및 관계
16370,4,4,안전 및 퀄리티,가족형,1,서울 단기형,351.5,3.0,도시 소비형,가성비 및 접근성
16371,2,4,여행 편의성,친구형,1,서울 단기형,187.0,3.0,도시 소비형,경험 및 관계
16373,5,1,안전 및 퀄리티,가족형,1,서울 심층형,243.75,8.0,경험형,가성비 및 접근성
16377,5,1,안전 및 퀄리티,복합형(가족+친구),1,서울 단기형,754.11,4.0,도시 소비형,K-컬처형
16379,6,1,안전 및 퀄리티,가족형,1,서울 단기형,173.27625,4.0,"역사, 전통, 자연",경험 및 관계
16382,2,1,여행 편의성,가족형,1,서울 단기형,1488.4695,1.0,도시 소비형,가성비 및 접근성
16383,5,4,여행 편의성,가족형,2,서울 심층형,300.066666666667,6.0,"역사, 전통, 자연",경험 및 관계
16384,3,1,안전 및 퀄리티,친구형,4,서울 심층형,191.4352,15.0,"역사, 전통, 자연",경험 및 관계
16387,4,1,여행 편의성,혼자형,2,서울 심층형,795.15,7.0,경험형,경험 및 관계
16388,2,1,여행 편의성,친구형,1,서울 심층형,350.0,8.0,특수 목적,경험 및 관계
16389,6,1,가성비,가족형,1,서울 단기형,1687.5,3.0,"역사, 전통, 자연",K-컬처형
16390,2,1,안전 및 퀄리티,가족형,2,서울 심층형,453.125,8.0,"역사, 전통, 자연",경험 및 관계
16391,3,3,안전 및 퀄리티,가족형,2,서울 단기형,46.324,5.0,도시 소비형,경험 및 관계
